,Skink1,"Skinks appear silently, sneaking digits snap up treasures from the unsuspecting","Сцинки появляются тихо, скрытно крадя сокровища у невнимательных",
,Green Snail,Green Snail,Зеленая улитка, WARNING: AUTO-TRANSLATION #####################################################
,Green Snail1,These goopy creatures make you feel sick!,От этих липких существ вас тошнит!, WARNING: AUTO-TRANSLATION #####################################################
,Small Ratwolf,Small Ratwolf,Небольшой Крысоволк,
,Small Ratwolf1,The smaller version of the ratwolves that patrol the upper layers of the dungeon,"Если есть небольшой, значит ли это?..",
,Snake,Snake,Змея,
,Snake1,"Poisonous, Dangerous, keep them away from planes","Ядовитая, опасная, держите их подальше от равнин",
,Speaker,Speaker,Миссионер,
,Speaker1,The speaker interprets the will of the Dark Lady,Миссионер вещает волю Темной Леди,
,Travelling Warrior,Travelling Warrior,Странствующий Воин,
,Travelling Warrior1,"Known for their fast movement and defensive abilities, these rogues are dangerous! Watch out!","Известные за их скорость и защиту, эти бродяги опасны! Будьте осторожны!",
,Turtle,Turtle,Черепаха,
,Turtle1,Their shells are hard. Their hearts are even harder.,Их панцири крепки. Но воля ещё крепче.,
,Vole,Vole,Полевка,
,Vole1,Voles are notorious for walking off with anything that isn't nailed down,"Пресловутые полевки тащат всё, что не прибито",
,White Flower,White Flower,Белый цветок,
,White Flower1,Beautiful but deadly,"Красивый, но смертоносный",
,Hologram,Hologram,Голограмма, WARNING: AUTO-TRANSLATION #####################################################
,Hologram1,Made for testing CR-8's newest systems!,Сделано для тестирования новейших систем О-8К'и!, WARNING: AUTO-TRANSLATION #####################################################
,Glory Hunter,Glory Hunter,Охотник за Славой, WARNING: AUTO-TRANSLATION #####################################################
,Glory Hunter1,Courageous heroes who have lost their way,"Отважные герои, сбившиеся с пути", WARNING: AUTO-TRANSLATION #####################################################
,Ultra Knight,Ultra Knight,Ультра Рыцарь, WARNING: AUTO-TRANSLATION #####################################################
